HCPCS,LongDesc
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report"
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report"
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report"
0534T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; set-up, patient training, configuration of monitor"
0534T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; set-up, patient training, configuration of monitor"
0535T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; data upload, analysis and initial report configuration"
0535T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; data upload, analysis and initial report configuration"
0536T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; download review, interpretation and report"
0536T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; download review, interpretation and report"
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day"
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day"
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day"
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)"
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)"
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)"
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous"
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous"
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous"
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;"
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;"
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;"
0542T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study; interpretation and report"
0542T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study; interpretation and report"
10004,"Fine needle aspiration biopsy, without imaging guidance; each additional lesion (List separately in addition to code for primary procedure)"
10005,"Fine needle aspiration biopsy, including ultrasound guidance; first lesion"
10006,"Fine needle aspiration biopsy, including ultrasound guidance; each additional lesion (List separately in addition to code for primary procedure)"
10007,"Fine needle aspiration biopsy, including fluoroscopic guidance; first lesion"
10007,"Fine needle aspiration biopsy, including fluoroscopic guidance; first lesion"
10008,"Fine needle aspiration biopsy, including fluoroscopic guidance; each additional lesion (List separately in addition to code for primary procedure)"
10008,"Fine needle aspiration biopsy, including fluoroscopic guidance; each additional lesion (List separately in addition to code for primary procedure)"
10009,"Fine needle aspiration biopsy, including CT guidance; first lesion"
10009,"Fine needle aspiration biopsy, including CT guidance; first lesion"
10010,"Fine needle aspiration biopsy, including CT guidance; each additional lesion (List separately in addition to code for primary procedure)"
10010,"Fine needle aspiration biopsy, including CT guidance; each additional lesion (List separately in addition to code for primary procedure)"
10011,"Fine needle aspiration biopsy, including MR guidance; first lesion"
10011,"Fine needle aspiration biopsy, including MR guidance; first lesion"
10012,"Fine needle aspiration biopsy, including MR guidance; each additional lesion (List separately in addition to code for primary procedure)"
10012,"Fine needle aspiration biopsy, including MR guidance; each additional lesion (List separately in addition to code for primary procedure)"
11102,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); single lesion"
11103,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); each separate/additional lesion (List separately in addition to code for primary procedure)"
11104,"Punch biopsy of skin (including simple closure, when performed); single lesion"
11105,"Punch biopsy of skin (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)"
11106,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); single lesion"
11107,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)"
20932,"Allograft, includes templating, cutting, placement and internal fixation, when performed; osteoarticular, including articular surface and contiguous bone (List separately in addition to code for primary procedure)"
20932,"Allograft, includes templating, cutting, placement and internal fixation, when performed; osteoarticular, including articular surface and contiguous bone (List separately in addition to code for primary procedure)"
20933,"Allograft, includes templating, cutting, placement and internal fixation, when performed; hemicortical intercalary, partial (ie, hemicylindrical) (List separately in addition to code for primary procedure)"
20933,"Allograft, includes templating, cutting, placement and internal fixation, when performed; hemicortical intercalary, partial (ie, hemicylindrical) (List separately in addition to code for primary procedure)"
20934,"Allograft, includes templating, cutting, placement and internal fixation, when performed; intercalary, complete (ie, cylindrical) (List separately in addition to code for primary procedure)"
20934,"Allograft, includes templating, cutting, placement and internal fixation, when performed; intercalary, complete (ie, cylindrical) (List separately in addition to code for primary procedure)"
27369,Injection procedure for contrast knee arthrography or contrast enhanced CT/MRI knee arthrography
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed"
33275,"Transcatheter removal of permanent leadless pacemaker, right ventricular"
33275,"Transcatheter removal of permanent leadless pacemaker, right ventricular"
33275,"Transcatheter removal of permanent leadless pacemaker, right ventricular"
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33286,"Removal, subcutaneous cardiac rhythm monitor"
33286,"Removal, subcutaneous cardiac rhythm monitor"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)"
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)"
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
36572,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; younger than 5 years of age"
36572,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; younger than 5 years of age"
36573,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older"
36573,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older"
38531,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s)"
38531,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s)"
43762,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract"
43763,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; requiring revision of gastrostomy tract"
50436,"Dilation of existing tract, percutaneous, for an endourologic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, with postprocedure tube placement, when performed"
50437,"Dilation of existing tract, percutaneous, for an endourologic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, with postprocedure tube placement, when performed; including new access into the renal collecting system"
53854,Transurethral destruction of prostate tissue; by radiofrequency generated water vapor thermotherapy
53854,Transurethral destruction of prostate tissue; by radiofrequency generated water vapor thermotherapy
76391,"Magnetic resonance (eg, vibration) elastography"
76391,"Magnetic resonance (eg, vibration) elastography"
76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion"
76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion"
76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion"
76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)"
76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)"
76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)"
76981,"Ultrasound, elastography; parenchyma (eg, organ)"
76981,"Ultrasound, elastography; parenchyma (eg, organ)"
76982,"Ultrasound, elastography; first target lesion"
76982,"Ultrasound, elastography; first target lesion"
76983,"Ultrasound, elastography; each additional target lesion (List separately in addition to code for primary procedure)"
76983,"Ultrasound, elastography; each additional target lesion (List separately in addition to code for primary procedure)"
77046,"Magnetic resonance imaging, breast, without contrast material; unilateral"
77047,"Magnetic resonance imaging, breast, without contrast material; bilateral"
77048,"Magnetic resonance imaging, breast, without and with contrast material(s), including computer-aided detection (CAD real-time lesion detection, characterization and pharmacokinetic analysis), when performed; unilateral"
77049,"Magnetic resonance imaging, breast, without and with contrast material(s), including computer-aided detection (CAD real-time lesion detection, characterization and pharmacokinetic analysis), when performed; bilateral"
81163,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81163,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81165,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81165,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81171,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81171,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81172,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; characterization of alleles (eg, expanded size and methylation status)"
81172,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; characterization of alleles (eg, expanded size and methylation status)"
81173,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; full gene sequence"
81173,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; full gene sequence"
81174,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; known familial variant"
81174,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; known familial variant"
81177,"ATN1 (atrophin 1) (eg, dentatorubral-pallidoluysian atrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81177,"ATN1 (atrophin 1) (eg, dentatorubral-pallidoluysian atrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81178,"ATXN1 (ataxin 1) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81178,"ATXN1 (ataxin 1) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81179,"ATXN2 (ataxin 2) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81179,"ATXN2 (ataxin 2) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81180,"ATXN3 (ataxin 3) (eg, spinocerebellar ataxia, Machado-Joseph disease) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81180,"ATXN3 (ataxin 3) (eg, spinocerebellar ataxia, Machado-Joseph disease) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81181,"ATXN7 (ataxin 7) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81181,"ATXN7 (ataxin 7) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81182,"ATXN8OS (ATXN8 opposite strand [non-protein coding]) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81182,"ATXN8OS (ATXN8 opposite strand [non-protein coding]) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81183,"ATXN10 (ataxin 10) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81183,"ATXN10 (ataxin 10) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81184,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81184,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81184,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81185,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; full gene sequence"
81185,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; full gene sequence"
81186,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; known familial variant"
81186,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; known familial variant"
81187,"CNBP (CCHC-type zinc finger nucleic acid binding protein) (eg, myotonic dystrophy type 2) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81187,"CNBP (CCHC-type zinc finger nucleic acid binding protein) (eg, myotonic dystrophy type 2) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81187,"CNBP (CCHC-type zinc finger nucleic acid binding protein) (eg, myotonic dystrophy type 2) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81188,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81188,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
